epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,50.4958,1.26367,9.07445,0.88576,0.24292,0.23663,0.12452,0.08307,1.09743,2.81575,0.83142,0.0704286,0.00328571,0.00328571
2,93.2456,1.20812,2.55837,0.84595,0.56186,0.26118,0.24437,0.15707,1.09097,2.97304,0.84732,0.0404067,0.0065972,0.0065972
3,136.26,1.24778,1.97711,0.86503,0.50338,0.22204,0.19819,0.11274,1.33142,3.66513,0.88774,0.0103629,0.0098867,0.0098867
4,182.779,1.2379,1.75046,0.86866,0.4591,0.22083,0.16105,0.09583,1.37207,6.82228,0.90163,0.009901,0.009901,0.009901
5,226.266,1.17662,1.5821,0.85869,0.46856,0.2719,0.23467,0.15245,1.16722,2.60683,0.86059,0.009868,0.009868,0.009868
6,269.138,1.12966,1.48625,0.85185,0.46323,0.35973,0.36645,0.2482,1.04659,1.70164,0.84869,0.009835,0.009835,0.009835
7,311.231,1.09021,1.42723,0.84499,0.43427,0.37508,0.36023,0.24746,0.99559,1.762,0.84266,0.009802,0.009802,0.009802
8,354.307,1.07628,1.38209,0.84813,0.5085,0.36065,0.35928,0.24787,1.01021,1.70472,0.84348,0.009769,0.009769,0.009769
9,395.53,1.04248,1.30654,0.84372,0.39586,0.44378,0.38023,0.26262,0.97575,1.56994,0.839,0.009736,0.009736,0.009736
10,438.028,1.03047,1.31085,0.8374,0.40276,0.40171,0.37655,0.26098,0.9652,1.49435,0.83914,0.009703,0.009703,0.009703
11,479.728,1.01912,1.25957,0.84057,0.48192,0.42351,0.42779,0.29614,0.95487,1.34708,0.83275,0.00967,0.00967,0.00967
12,521.743,1.00253,1.22759,0.83376,0.4851,0.48044,0.47751,0.32731,0.94707,1.21436,0.83401,0.009637,0.009637,0.009637
13,564.878,0.99883,1.19025,0.83604,0.45553,0.43018,0.42448,0.29069,0.96667,1.36797,0.83586,0.009604,0.009604,0.009604
14,606.597,0.98527,1.18033,0.83369,0.55781,0.46614,0.48436,0.34476,0.912,1.18567,0.82601,0.009571,0.009571,0.009571
15,649.109,0.96338,1.13593,0.82949,0.53394,0.48831,0.50994,0.36086,0.91618,1.11178,0.8302,0.009538,0.009538,0.009538
16,690.196,0.9756,1.11774,0.83229,0.53956,0.52562,0.52899,0.38451,0.8907,1.07693,0.82632,0.009505,0.009505,0.009505
17,731.902,0.94525,1.07502,0.82794,0.61532,0.5373,0.57387,0.41637,0.88222,0.98355,0.82689,0.009472,0.009472,0.009472
18,773.526,0.93945,1.05733,0.82442,0.58567,0.53235,0.55671,0.40849,0.87529,0.99224,0.82724,0.009439,0.009439,0.009439
19,815.93,0.94403,1.03449,0.82936,0.55112,0.48891,0.52897,0.38095,0.89458,1.09497,0.82788,0.009406,0.009406,0.009406
20,859.368,0.94868,1.03874,0.82913,0.58721,0.56896,0.59423,0.43371,0.88558,0.94133,0.82659,0.009373,0.009373,0.009373
21,902.197,0.92997,0.99417,0.8277,0.59902,0.54108,0.57811,0.41943,0.8816,0.983,0.82539,0.00934,0.00934,0.00934
22,944.709,0.93227,0.99008,0.82693,0.5918,0.53411,0.56444,0.41276,0.86261,0.98276,0.8218,0.009307,0.009307,0.009307
23,986.952,0.92135,0.96122,0.82839,0.59655,0.56306,0.59428,0.43726,0.84994,0.92293,0.82388,0.009274,0.009274,0.009274
24,1029.13,0.91405,0.94393,0.8245,0.62976,0.54761,0.58622,0.42978,0.8512,0.94892,0.82314,0.009241,0.009241,0.009241
25,1072.67,0.91903,0.93657,0.82181,0.63212,0.56575,0.60787,0.44319,0.85507,0.91183,0.82198,0.009208,0.009208,0.009208
26,1116.3,0.92106,0.94556,0.82501,0.66037,0.55094,0.60755,0.43951,0.85137,0.91866,0.82298,0.009175,0.009175,0.009175
27,1162.43,0.91323,0.90187,0.8251,0.6384,0.58442,0.63339,0.46309,0.85283,0.85714,0.82222,0.009142,0.009142,0.009142
28,1207.83,0.8893,0.90161,0.81914,0.63774,0.57437,0.61988,0.45215,0.86213,0.89142,0.82282,0.009109,0.009109,0.009109
29,1251.9,0.90556,0.87987,0.81855,0.63826,0.55508,0.60648,0.4471,0.84562,0.90718,0.82137,0.009076,0.009076,0.009076
30,1295.17,0.89266,0.87675,0.82156,0.66887,0.62513,0.66803,0.49718,0.82905,0.7897,0.81978,0.009043,0.009043,0.009043
31,1337.86,0.8947,0.86455,0.81912,0.66493,0.61834,0.6753,0.49922,0.82464,0.79671,0.822,0.00901,0.00901,0.00901
32,1380.06,0.88127,0.84129,0.82296,0.64671,0.59379,0.6459,0.47665,0.83519,0.83934,0.82042,0.008977,0.008977,0.008977
33,1422.21,0.88087,0.84328,0.81742,0.70602,0.57541,0.66063,0.49152,0.82612,0.81928,0.81941,0.008944,0.008944,0.008944
