epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,48.5038,1.60124,2.67184,0.97489,0.10619,0.59752,0.40703,0.20385,1.6991,2.8132,0.89609,0.0702752,0.00330275,0.00330275
2,92.202,1.40977,1.14714,0.90602,0.63853,0.44296,0.48235,0.26142,1.52033,1.34539,0.89355,0.0402533,0.00661419,0.00661419
3,136.21,1.40372,1.03464,0.90715,0.57532,0.3469,0.35406,0.16658,1.91721,1.81194,0.99719,0.0102094,0.00990362,0.00990362
4,180.368,1.3588,0.96629,0.90541,0.62393,0.4619,0.45586,0.2282,1.4954,2.37157,0.89004,0.009901,0.009901,0.009901
5,224.185,1.26012,0.85321,0.88834,0.66203,0.47906,0.51137,0.26359,1.4824,1.416,0.88514,0.009868,0.009868,0.009868
6,267.698,1.23011,0.78662,0.87956,0.71141,0.49859,0.54426,0.30087,1.43239,1.23664,0.87903,0.009835,0.009835,0.009835
7,311.373,1.18758,0.74022,0.87345,0.70029,0.50026,0.53738,0.29045,1.39268,1.32915,0.8825,0.009802,0.009802,0.009802
8,354.835,1.14981,0.71039,0.8673,0.68394,0.48366,0.54149,0.31932,1.37335,1.23144,0.87545,0.009769,0.009769,0.009769
9,398.82,1.11199,0.67484,0.8615,0.70002,0.48095,0.52543,0.31572,1.36467,1.10405,0.87757,0.009736,0.009736,0.009736
10,442.901,1.0941,0.65827,0.85928,0.68967,0.536,0.57727,0.33915,1.32288,1.0484,0.8609,0.009703,0.009703,0.009703
11,486.427,1.07538,0.63615,0.85619,0.70405,0.53879,0.59092,0.34725,1.30038,1.00403,0.85433,0.00967,0.00967,0.00967
12,529.981,1.05504,0.62361,0.85437,0.75225,0.53378,0.6114,0.35863,1.30385,1.01982,0.85624,0.009637,0.009637,0.009637
13,573.435,1.04376,0.60716,0.84955,0.77226,0.55738,0.60791,0.36701,1.2619,0.99229,0.85395,0.009604,0.009604,0.009604
14,616.867,1.03838,0.60052,0.84835,0.75491,0.53257,0.59676,0.32268,1.4166,1.10388,0.87637,0.009571,0.009571,0.009571
